25
25
74,78,27,41,78,60,43,34,96,38,68,97,38,40,48,54,56,86,62,48,69,71,25,94,90
0.71,0.61,0.62,0.79,0.62,0.68,0.62,0.85,0.7,0.78,0.6,0.79,0.85,0.61,0.61,0.85,0.84,0.77,0.84,0.69,0.68,0.65,0.64,0.63,0.7
0.77,0.82,0.65,0.82,0.84,0.64,0.68,0.88,0.88,0.66,0.89,0.63,0.88,0.74,0.66,0.9,0.75,0.71,0.84,0.7,0.8,0.65,0.72,0.81,0.67
0.86,0.81,0.78,0.84,0.78,0.87,0.77,0.61,0.64,0.63,0.84,0.6,0.72,0.63,0.88,0.79,0.79,0.65,0.65,0.76,0.62,0.74,0.7,0.62,0.75
0.79,0.75,0.82,0.83,0.66,0.61,0.81,0.75,0.8,0.86,0.75,0.64,0.82,0.85,0.79,0.8,0.74,0.7,0.73,0.75,0.78,0.9,0.69,0.84,0.82
0.75,0.89,0.65,0.66,0.74,0.88,0.61,0.86,0.67,0.85,0.69,0.82,0.74,0.83,0.81,0.67,0.82,0.8,0.6,0.7,0.88,0.65,0.7,0.61,0.63
0.72,0.62,0.78,0.85,0.61,0.77,0.84,0.7,0.78,0.61,0.69,0.66,0.69,0.82,0.74,0.86,0.71,0.8,0.74,0.69,0.87,0.64,0.76,0.85,0.83
0.88,0.85,0.65,0.68,0.87,0.68,0.67,0.87,0.83,0.62,0.61,0.87,0.65,0.68,0.89,0.82,0.8,0.88,0.64,0.63,0.7,0.75,0.62,0.8,0.77
0.83,0.67,0.72,0.82,0.76,0.61,0.88,0.67,0.85,0.61,0.73,0.74,0.69,0.69,0.84,0.62,0.8,0.79,0.66,0.72,0.62,0.86,0.84,0.9,0.64
0.77,0.83,0.71,0.84,0.76,0.86,0.83,0.64,0.89,0.82,0.8,0.88,0.66,0.87,0.61,0.63,0.82,0.86,0.67,0.82,0.64,0.83,0.85,0.86,0.9
0.66,0.76,0.82,0.9,0.63,0.74,0.65,0.63,0.7,0.66,0.8,0.84,0.73,0.68,0.87,0.82,0.83,0.66,0.84,0.88,0.9,0.86,0.8,0.74,0.83
0.65,0.82,0.78,0.66,0.62,0.85,0.9,0.82,0.82,0.89,0.89,0.65,0.85,0.65,0.62,0.68,0.8,0.88,0.84,0.85,0.89,0.68,0.68,0.84,0.69
0.78,0.71,0.81,0.84,0.7,0.7,0.63,0.72,0.66,0.87,0.8,0.62,0.83,0.88,0.85,0.77,0.65,0.71,0.89,0.82,0.78,0.75,0.77,0.74,0.64
0.82,0.66,0.7,0.73,0.9,0.65,0.65,0.6,0.84,0.89,0.6,0.76,0.67,0.61,0.81,0.83,0.77,0.66,0.64,0.69,0.72,0.63,0.66,0.65,0.82
0.71,0.74,0.72,0.68,0.75,0.65,0.63,0.64,0.64,0.89,0.62,0.85,0.71,0.82,0.86,0.89,0.85,0.88,0.77,0.83,0.64,0.87,0.67,0.85,0.69
0.69,0.75,0.83,0.62,0.66,0.8,0.68,0.66,0.76,0.68,0.69,0.72,0.73,0.69,0.76,0.64,0.79,0.63,0.73,0.71,0.9,0.84,0.9,0.9,0.65
0.67,0.74,0.77,0.62,0.7,0.66,0.65,0.89,0.75,0.61,0.62,0.74,0.77,0.81,0.85,0.62,0.61,0.67,0.88,0.8,0.61,0.72,0.79,0.84,0.64
0.6,0.88,0.62,0.73,0.84,0.69,0.84,0.62,0.8,0.88,0.83,0.64,0.76,0.86,0.83,0.68,0.87,0.69,0.67,0.79,0.82,0.64,0.71,0.68,0.89
0.88,0.69,0.7,0.66,0.63,0.88,0.77,0.85,0.64,0.75,0.75,0.71,0.8,0.64,0.87,0.79,0.76,0.81,0.88,0.8,0.76,0.73,0.85,0.69,0.64
0.89,0.85,0.86,0.73,0.74,0.8,0.78,0.77,0.72,0.8,0.77,0.79,0.68,0.61,0.61,0.82,0.88,0.84,0.89,0.6,0.75,0.8,0.65,0.64,0.76
0.8,0.86,0.72,0.75,0.88,0.77,0.76,0.88,0.78,0.69,0.72,0.7,0.72,0.75,0.88,0.83,0.75,0.71,0.81,0.82,0.88,0.89,0.86,0.89,0.75
0.73,0.68,0.67,0.82,0.78,0.68,0.7,0.61,0.67,0.62,0.87,0.76,0.71,0.82,0.81,0.67,0.8,0.77,0.66,0.75,0.67,0.82,0.9,0.8,0.83
0.79,0.89,0.76,0.7,0.88,0.69,0.86,0.61,0.88,0.68,0.75,0.73,0.65,0.86,0.79,0.69,0.74,0.66,0.61,0.64,0.82,0.74,0.81,0.82,0.69
0.81,0.9,0.63,0.61,0.9,0.7,0.6,0.84,0.75,0.6,0.71,0.87,0.84,0.67,0.82,0.62,0.84,0.65,0.73,0.64,0.67,0.82,0.65,0.64,0.63
0.85,0.82,0.76,0.67,0.73,0.68,0.75,0.65,0.67,0.85,0.77,0.7,0.76,0.82,0.63,0.89,0.62,0.76,0.72,0.87,0.81,0.69,0.78,0.67,0.65
0.79,0.88,0.63,0.6,0.64,0.61,0.65,0.85,0.82,0.79,0.89,0.79,0.69,0.76,0.65,0.69,0.68,0.79,0.67,0.81,0.81,0.71,0.78,0.69,0.74
