25
25
32,38,93,67,81,93,95,33,40,69,29,68,76,47,97,98,96,91,83,61,42,94,73,50,42
0.78,0.8,0.8,0.62,0.66,0.75,0.75,0.62,0.84,0.7,0.75,0.75,0.64,0.79,0.86,0.63,0.71,0.65,0.69,0.89,0.7,0.86,0.68,0.82,0.66
0.7,0.66,0.78,0.9,0.76,0.79,0.75,0.72,0.65,0.68,0.89,0.61,0.64,0.87,0.86,0.64,0.83,0.8,0.9,0.78,0.83,0.61,0.9,0.73,0.8
0.71,0.64,0.86,0.78,0.81,0.78,0.82,0.77,0.88,0.63,0.75,0.74,0.87,0.84,0.7,0.88,0.61,0.68,0.9,0.64,0.69,0.66,0.85,0.74,0.69
0.63,0.88,0.74,0.87,0.86,0.79,0.66,0.69,0.6,0.86,0.8,0.63,0.71,0.71,0.68,0.8,0.81,0.6,0.61,0.78,0.62,0.81,0.75,0.74,0.78
0.61,0.64,0.69,0.83,0.85,0.79,0.88,0.64,0.77,0.8,0.84,0.63,0.63,0.89,0.77,0.87,0.67,0.6,0.68,0.75,0.7,0.84,0.85,0.61,0.72
0.67,0.75,0.71,0.79,0.74,0.76,0.71,0.85,0.67,0.69,0.65,0.63,0.79,0.7,0.63,0.81,0.63,0.68,0.82,0.72,0.89,0.66,0.63,0.81,0.88
0.86,0.84,0.72,0.81,0.78,0.82,0.87,0.62,0.84,0.63,0.85,0.89,0.7,0.68,0.6,0.63,0.79,0.74,0.69,0.78,0.71,0.78,0.89,0.87,0.8
0.66,0.85,0.76,0.9,0.65,0.62,0.88,0.78,0.61,0.67,0.86,0.65,0.71,0.6,0.87,0.73,0.89,0.86,0.74,0.72,0.77,0.83,0.75,0.88,0.84
0.66,0.9,0.68,0.71,0.77,0.83,0.79,0.77,0.83,0.86,0.62,0.67,0.73,0.74,0.85,0.64,0.67,0.81,0.72,0.8,0.7,0.73,0.77,0.61,0.63
0.82,0.65,0.64,0.68,0.73,0.86,0.67,0.81,0.69,0.89,0.86,0.84,0.76,0.79,0.71,0.81,0.8,0.76,0.73,0.71,0.61,0.76,0.6,0.78,0.65
0.84,0.79,0.7,0.85,0.87,0.68,0.78,0.84,0.8,0.9,0.68,0.87,0.79,0.86,0.62,0.75,0.75,0.78,0.78,0.76,0.62,0.83,0.63,0.63,0.61
0.86,0.8,0.65,0.72,0.84,0.74,0.64,0.62,0.66,0.8,0.73,0.63,0.83,0.78,0.72,0.67,0.8,0.68,0.84,0.69,0.77,0.71,0.87,0.87,0.73
0.74,0.66,0.74,0.71,0.77,0.9,0.6,0.81,0.71,0.75,0.65,0.77,0.82,0.73,0.84,0.8,0.9,0.63,0.66,0.83,0.88,0.83,0.77,0.77,0.68
0.67,0.67,0.78,0.7,0.78,0.63,0.73,0.83,0.79,0.61,0.68,0.78,0.82,0.88,0.7,0.65,0.6,0.68,0.65,0.83,0.78,0.76,0.75,0.67,0.73
0.89,0.67,0.83,0.78,0.72,0.82,0.77,0.69,0.79,0.62,0.79,0.83,0.67,0.74,0.84,0.68,0.65,0.78,0.62,0.89,0.85,0.88,0.85,0.82,0.65
0.61,0.64,0.89,0.9,0.79,0.62,0.72,0.65,0.73,0.7,0.77,0.7,0.73,0.89,0.83,0.77,0.73,0.62,0.66,0.75,0.82,0.69,0.85,0.69,0.71
0.73,0.76,0.79,0.72,0.81,0.82,0.88,0.63,0.88,0.62,0.8,0.85,0.74,0.67,0.68,0.83,0.62,0.72,0.83,0.77,0.65,0.7,0.87,0.63,0.81
0.72,0.81,0.89,0.68,0.85,0.89,0.81,0.66,0.71,0.62,0.78,0.61,0.6,0.7,0.87,0.61,0.71,0.83,0.69,0.87,0.83,0.68,0.9,0.71,0.8
0.76,0.88,0.77,0.73,0.78,0.61,0.68,0.87,0.61,0.8,0.72,0.81,0.7,0.74,0.71,0.65,0.65,0.64,0.81,0.76,0.66,0.77,0.64,0.81,0.88
0.67,0.62,0.79,0.79,0.77,0.61,0.81,0.76,0.7,0.76,0.65,0.78,0.82,0.7,0.64,0.83,0.8,0.62,0.87,0.76,0.66,0.75,0.69,0.68,0.69
0.69,0.89,0.67,0.87,0.6,0.78,0.79,0.89,0.72,0.84,0.87,0.72,0.65,0.86,0.7,0.8,0.7,0.89,0.84,0.86,0.77,0.7,0.89,0.83,0.65
0.82,0.85,0.66,0.65,0.85,0.82,0.6,0.9,0.77,0.88,0.66,0.68,0.89,0.83,0.64,0.67,0.84,0.86,0.79,0.71,0.78,0.71,0.76,0.79,0.73
0.68,0.82,0.62,0.79,0.83,0.86,0.61,0.65,0.75,0.76,0.77,0.71,0.72,0.66,0.86,0.84,0.79,0.64,0.61,0.76,0.77,0.61,0.63,0.78,0.81
0.72,0.62,0.88,0.83,0.72,0.78,0.61,0.82,0.66,0.7,0.68,0.88,0.72,0.76,0.6,0.67,0.65,0.88,0.83,0.8,0.85,0.84,0.82,0.66,0.83
0.67,0.64,0.85,0.6,0.86,0.61,0.7,0.86,0.72,0.86,0.86,0.82,0.75,0.72,0.74,0.66,0.69,0.61,0.83,0.69,0.9,0.7,0.65,0.65,0.65
