25
25
41,80,41,55,84,82,50,54,38,59,45,85,38,62,59,32,94,90,38,98,31,50,93,66,87
0.81,0.73,0.62,0.75,0.88,0.72,0.86,0.88,0.89,0.73,0.84,0.63,0.85,0.89,0.84,0.81,0.66,0.78,0.76,0.71,0.67,0.79,0.83,0.61,0.78
0.84,0.84,0.72,0.64,0.85,0.84,0.81,0.82,0.72,0.72,0.89,0.72,0.89,0.84,0.73,0.88,0.7,0.69,0.61,0.61,0.65,0.65,0.86,0.89,0.66
0.62,0.83,0.85,0.85,0.73,0.65,0.73,0.82,0.68,0.69,0.88,0.71,0.66,0.79,0.6,0.74,0.89,0.9,0.82,0.68,0.82,0.78,0.67,0.85,0.63
0.69,0.72,0.69,0.63,0.86,0.62,0.73,0.74,0.65,0.79,0.63,0.84,0.63,0.65,0.77,0.72,0.81,0.67,0.76,0.78,0.81,0.63,0.88,0.7,0.65
0.77,0.75,0.63,0.84,0.7,0.72,0.63,0.8,0.76,0.78,0.74,0.85,0.68,0.71,0.77,0.84,0.69,0.65,0.76,0.87,0.84,0.88,0.68,0.67,0.61
0.61,0.6,0.64,0.66,0.87,0.84,0.7,0.79,0.69,0.87,0.66,0.76,0.74,0.63,0.76,0.8,0.66,0.85,0.76,0.8,0.66,0.75,0.86,0.88,0.68
0.64,0.72,0.69,0.79,0.69,0.72,0.7,0.69,0.62,0.78,0.69,0.83,0.7,0.87,0.7,0.9,0.69,0.74,0.89,0.77,0.86,0.84,0.84,0.86,0.78
0.82,0.76,0.73,0.82,0.79,0.68,0.85,0.66,0.78,0.77,0.78,0.82,0.63,0.88,0.69,0.88,0.74,0.65,0.74,0.87,0.79,0.87,0.8,0.71,0.77
0.84,0.83,0.74,0.72,0.82,0.8,0.69,0.86,0.83,0.76,0.82,0.74,0.71,0.76,0.78,0.81,0.73,0.73,0.65,0.86,0.86,0.63,0.68,0.62,0.86
0.7,0.78,0.88,0.78,0.89,0.76,0.72,0.74,0.7,0.7,0.62,0.69,0.79,0.76,0.7,0.63,0.61,0.7,0.64,0.82,0.74,0.8,0.84,0.67,0.8
0.61,0.67,0.81,0.73,0.75,0.79,0.81,0.76,0.71,0.63,0.85,0.64,0.72,0.62,0.82,0.61,0.7,0.88,0.73,0.62,0.86,0.82,0.86,0.67,0.84
0.61,0.88,0.66,0.69,0.77,0.68,0.74,0.77,0.88,0.86,0.71,0.68,0.75,0.61,0.88,0.65,0.86,0.83,0.83,0.83,0.72,0.77,0.73,0.87,0.62
0.67,0.61,0.81,0.89,0.74,0.69,0.73,0.74,0.7,0.72,0.86,0.67,0.9,0.78,0.6,0.63,0.86,0.73,0.74,0.8,0.75,0.65,0.77,0.81,0.74
0.65,0.62,0.62,0.75,0.8,0.85,0.61,0.6,0.78,0.85,0.82,0.74,0.9,0.85,0.65,0.81,0.88,0.64,0.84,0.8,0.65,0.7,0.73,0.8,0.78
0.63,0.67,0.69,0.78,0.76,0.6,0.6,0.87,0.65,0.86,0.89,0.68,0.86,0.69,0.66,0.8,0.86,0.73,0.83,0.77,0.86,0.83,0.88,0.62,0.81
0.6,0.8,0.61,0.73,0.69,0.82,0.75,0.76,0.67,0.83,0.68,0.71,0.63,0.67,0.72,0.69,0.75,0.62,0.74,0.77,0.7,0.69,0.89,0.84,0.8
0.79,0.61,0.78,0.66,0.81,0.9,0.81,0.88,0.75,0.62,0.8,0.71,0.67,0.64,0.68,0.87,0.88,0.83,0.67,0.69,0.73,0.69,0.75,0.85,0.88
0.88,0.85,0.77,0.71,0.62,0.68,0.84,0.81,0.87,0.76,0.66,0.62,0.87,0.66,0.62,0.71,0.63,0.79,0.76,0.84,0.78,0.69,0.85,0.81,0.68
0.62,0.87,0.82,0.69,0.86,0.81,0.63,0.81,0.69,0.74,0.75,0.78,0.85,0.77,0.88,0.63,0.8,0.62,0.64,0.79,0.78,0.78,0.71,0.84,0.65
0.69,0.78,0.74,0.66,0.74,0.8,0.77,0.63,0.8,0.82,0.88,0.84,0.67,0.61,0.62,0.6,0.82,0.82,0.89,0.73,0.84,0.64,0.88,0.76,0.86
0.9,0.9,0.72,0.62,0.89,0.63,0.66,0.69,0.75,0.66,0.8,0.66,0.73,0.8,0.78,0.76,0.83,0.7,0.67,0.74,0.68,0.8,0.83,0.65,0.68
0.74,0.82,0.87,0.77,0.83,0.87,0.83,0.68,0.73,0.62,0.84,0.65,0.71,0.7,0.87,0.79,0.71,0.72,0.86,0.75,0.73,0.77,0.68,0.64,0.81
0.82,0.8,0.69,0.84,0.8,0.67,0.8,0.8,0.9,0.69,0.86,0.73,0.71,0.85,0.8,0.72,0.7,0.76,0.85,0.77,0.68,0.76,0.66,0.87,0.78
0.74,0.63,0.79,0.89,0.81,0.63,0.62,0.78,0.78,0.71,0.73,0.65,0.75,0.61,0.71,0.75,0.9,0.68,0.64,0.68,0.83,0.82,0.69,0.84,0.81
0.75,0.76,0.8,0.82,0.7,0.75,0.69,0.71,0.71,0.7,0.63,0.61,0.85,0.86,0.77,0.7,0.79,0.65,0.63,0.68,0.89,0.76,0.62,0.88,0.81
