25
25
25,62,33,86,66,50,69,25,27,72,42,100,82,81,56,93,62,64,100,40,59,59,59,89,82
0.79,0.74,0.84,0.62,0.67,0.72,0.66,0.82,0.8,0.75,0.75,0.66,0.79,0.86,0.84,0.64,0.75,0.66,0.7,0.68,0.69,0.78,0.75,0.88,0.67
0.81,0.66,0.66,0.61,0.88,0.64,0.66,0.67,0.85,0.79,0.61,0.68,0.79,0.63,0.86,0.75,0.8,0.67,0.62,0.76,0.6,0.62,0.67,0.65,0.86
0.61,0.68,0.79,0.88,0.66,0.69,0.73,0.85,0.85,0.85,0.63,0.66,0.8,0.84,0.83,0.77,0.68,0.82,0.86,0.84,0.75,0.8,0.7,0.7,0.81
0.72,0.64,0.88,0.66,0.71,0.73,0.62,0.74,0.69,0.81,0.89,0.68,0.64,0.73,0.78,0.89,0.86,0.73,0.65,0.8,0.64,0.89,0.72,0.83,0.88
0.78,0.63,0.8,0.67,0.73,0.74,0.64,0.88,0.77,0.7,0.81,0.77,0.88,0.78,0.67,0.72,0.86,0.74,0.79,0.84,0.67,0.72,0.67,0.62,0.81
0.89,0.81,0.8,0.85,0.73,0.82,0.72,0.89,0.78,0.82,0.65,0.63,0.67,0.8,0.65,0.69,0.81,0.75,0.69,0.8,0.67,0.89,0.88,0.61,0.71
0.72,0.62,0.68,0.69,0.85,0.6,0.75,0.6,0.76,0.81,0.61,0.74,0.73,0.81,0.79,0.87,0.72,0.74,0.61,0.67,0.74,0.69,0.78,0.88,0.82
0.65,0.88,0.66,0.86,0.73,0.75,0.87,0.66,0.82,0.65,0.69,0.62,0.77,0.72,0.62,0.69,0.74,0.84,0.61,0.68,0.72,0.73,0.74,0.84,0.63
0.62,0.6,0.81,0.86,0.63,0.85,0.65,0.68,0.66,0.67,0.77,0.83,0.79,0.85,0.61,0.75,0.82,0.64,0.7,0.78,0.64,0.62,0.62,0.71,0.73
0.64,0.69,0.63,0.85,0.73,0.82,0.7,0.72,0.71,0.74,0.69,0.81,0.64,0.7,0.76,0.71,0.78,0.63,0.9,0.71,0.62,0.83,0.85,0.78,0.63
0.73,0.75,0.63,0.61,0.78,0.89,0.65,0.69,0.87,0.69,0.74,0.74,0.78,0.84,0.83,0.64,0.79,0.69,0.69,0.67,0.61,0.71,0.89,0.83,0.81
0.7,0.73,0.82,0.71,0.69,0.82,0.88,0.79,0.85,0.69,0.86,0.8,0.75,0.74,0.66,0.68,0.64,0.62,0.87,0.78,0.61,0.82,0.68,0.7,0.88
0.75,0.69,0.76,0.75,0.77,0.81,0.71,0.82,0.65,0.79,0.79,0.76,0.66,0.89,0.76,0.79,0.81,0.65,0.84,0.84,0.73,0.9,0.67,0.72,0.9
0.9,0.81,0.76,0.81,0.62,0.62,0.82,0.76,0.88,0.72,0.68,0.78,0.7,0.64,0.77,0.85,0.74,0.73,0.63,0.83,0.64,0.87,0.83,0.8,0.84
0.87,0.68,0.83,0.75,0.87,0.72,0.76,0.77,0.71,0.86,0.6,0.67,0.76,0.67,0.73,0.73,0.77,0.79,0.83,0.62,0.65,0.69,0.63,0.89,0.77
0.61,0.87,0.88,0.73,0.8,0.79,0.77,0.7,0.66,0.83,0.7,0.75,0.77,0.85,0.61,0.89,0.87,0.81,0.69,0.78,0.76,0.68,0.76,0.87,0.85
0.86,0.85,0.75,0.84,0.72,0.67,0.61,0.74,0.72,0.85,0.82,0.68,0.84,0.74,0.83,0.64,0.63,0.66,0.65,0.65,0.7,0.79,0.6,0.84,0.77
0.62,0.85,0.81,0.83,0.67,0.63,0.81,0.63,0.66,0.77,0.6,0.71,0.77,0.61,0.64,0.83,0.69,0.76,0.74,0.84,0.68,0.89,0.68,0.65,0.64
0.86,0.82,0.66,0.68,0.77,0.75,0.85,0.85,0.77,0.64,0.6,0.63,0.76,0.69,0.78,0.8,0.66,0.69,0.82,0.89,0.88,0.63,0.81,0.88,0.62
0.9,0.79,0.67,0.86,0.88,0.75,0.69,0.75,0.75,0.86,0.64,0.76,0.68,0.71,0.7,0.76,0.8,0.67,0.82,0.82,0.71,0.84,0.74,0.72,0.77
0.81,0.63,0.84,0.89,0.63,0.74,0.67,0.79,0.8,0.73,0.78,0.84,0.74,0.7,0.88,0.68,0.71,0.7,0.74,0.72,0.87,0.74,0.68,0.7,0.84
0.65,0.73,0.7,0.66,0.71,0.77,0.8,0.83,0.87,0.63,0.69,0.65,0.69,0.83,0.69,0.71,0.65,0.82,0.82,0.71,0.76,0.83,0.62,0.67,0.81
0.72,0.77,0.61,0.89,0.75,0.62,0.74,0.65,0.71,0.64,0.65,0.78,0.84,0.68,0.75,0.8,0.64,0.65,0.68,0.78,0.85,0.69,0.71,0.8,0.82
0.8,0.7,0.74,0.62,0.68,0.8,0.64,0.63,0.68,0.67,0.78,0.83,0.76,0.65,0.73,0.63,0.71,0.66,0.8,0.86,0.73,0.7,0.83,0.64,0.85
0.87,0.69,0.88,0.8,0.72,0.68,0.63,0.74,0.84,0.84,0.68,0.74,0.79,0.9,0.88,0.82,0.79,0.88,0.67,0.82,0.8,0.8,0.88,0.64,0.88
